                           Z                           N                  exp_values               uncertainties                c_parameters                       error
                          88                         137     -0.1724526580000000E+04      0.2700000000000000E-02     -0.1731469136865644E+04      0.2191654186772819E-06
                          88                         138     -0.1730923142000000E+04      0.2034000000000000E-02     -0.1734872507258900E+04      0.3326435071716855E-06
                          88                         139     -0.1735484511000000E+04      0.2043000000000000E-02     -0.1744234977567582E+04      0.2712747424228455E-06
                          88                         140     -0.1741793314000000E+04      0.2052000000000000E-02     -0.1754901424684362E+04      0.3318853132655919E-06
                          88                         141     -0.1746242795000000E+04      0.1534300000000000E-01     -0.1757000818269521E+04      0.3273249383660437E-06
                          88                         142     -0.1752359950000000E+04      0.1035000000000000E-01     -0.1767667265386301E+04      0.3826132807858950E-06
                          88                         143     -0.1756731001000000E+04      0.1131900000000000E-01     -0.1769766658971459E+04      0.3856013082748134E-06
                          88                         144     -0.1762521818000000E+04      0.9048000000000000E-02     -0.1780433106088239E+04      0.4366155154976204E-06
                          88                         145     -0.1766756142000000E+04      0.8621000000000000E-02     -0.1789795576396921E+04      0.3853144619448133E-06
                          88                         146     -0.1772230792000000E+04      0.8423999999999999E-02     -0.1793198946790177E+04      0.4928168203094532E-06
                          88                         147     -0.1776154730000000E+04      0.2350000000000000E+00     -0.1802561417098859E+04      0.4446005093235707E-06
                          89                         116     -0.1570184189000000E+04      0.5084000000000000E-01     -0.1572418154972687E+04      0.2948956478426975E-06
                          89                         117     -0.1578882808000000E+04      0.5047000000000000E-01     -0.1581780625281370E+04      0.3527707225045343E-06
                          89                         118     -0.1589287227000000E+04      0.5030100000000000E-01     -0.1585183995674626E+04      0.2385915097685617E-06
                          89                         119     -0.1597751654000000E+04      0.5574400000000000E-01     -0.1594546465983308E+04      0.3022858190086634E-06
                          89                         120     -0.1607732384000000E+04      0.5057800000000000E-01     -0.1605212913100088E+04      0.2421926102060164E-06
                          89                         121     -0.1615857894000000E+04      0.5733000000000000E-01     -0.1614575383408770E+04      0.3067079635017422E-06
                          89                         122     -0.1625516613000000E+04      0.5296100000000000E-01     -0.1617978753802026E+04      0.1904608896742952E-06
                          89                         123     -0.1633512758000000E+04      0.5130400000000000E-01     -0.1627341224110708E+04      0.2620208641173389E-06
                          89                         124     -0.1642706772000000E+04      0.1533600000000000E-01     -0.1638007671227488E+04      0.1947048430786718E-06
                          89                         125     -0.1650488852000000E+04      0.1540800000000000E-01     -0.1640107064812646E+04      0.2263519733896040E-06
                          89                         126     -0.1658973529000000E+04      0.1247000000000000E-01     -0.1650773511929426E+04      0.1522619145270892E-06
                          89                         127     -0.1664931030000000E+04      0.1080000000000000E-01     -0.1660135982238108E+04      0.2312834802788646E-06
                          89                         128     -0.1672443080000000E+04      0.1128400000000000E-01     -0.1663539352631364E+04      0.1282674143334117E-06
                          89                         129     -0.1678374320000000E+04      0.5079400000000000E-01     -0.1672901822940046E+04      0.2091123035943082E-06
                          89                         130     -0.1685719965000000E+04      0.5058900000000000E-01     -0.1683568270056827E+04      0.1328567984464234E-06
                          89                         131     -0.1691616954000000E+04      0.6160000000000000E-02     -0.1685667663641985E+04      0.2048389295185196E-06
                          89                         132     -0.1698908853000000E+04      0.5038800000000000E-01     -0.1696334110758765E+04      0.1362915716315639E-06
                          89                         133     -0.1704881778000000E+04      0.5106000000000000E-02     -0.1705696581067447E+04      0.2092357362634719E-06
                          89                         134     -0.1711748623000000E+04      0.7136000000000000E-02     -0.1709099951460703E+04      0.1658161040711362E-06
                          89                         135     -0.1717411766000000E+04      0.4032000000000000E-02     -0.1718462421769385E+04      0.2228592594027343E-06
                          89                         136     -0.1724079984000000E+04      0.4725000000000000E-02     -0.1729128868886165E+04      0.1680986423915199E-06
                          89                         137     -0.1729479346000000E+04      0.3164000000000000E-02     -0.1731228262471323E+04      0.2520873458555870E-06
                          89                         138     -0.1736010223000000E+04      0.1816000000000000E-02     -0.1741894709588103E+04      0.2117365487709763E-06
                          89                         139     -0.1741036422000000E+04      0.2052000000000000E-02     -0.1751257179896785E+04      0.2548183865321056E-06
                          89                         140     -0.1747312610000000E+04      0.1213700000000000E-01     -0.1754660550290041E+04      0.2634439273624961E-06
                          89                         141     -0.1752235534000000E+04      0.1587000000000000E-01     -0.1764023020598723E+04      0.2940575032095728E-06
                          89                         142     -0.1758382290000000E+04      0.1293600000000000E-01     -0.1767426390991980E+04      0.3193245432315975E-06
                          89                         143     -0.1763062102000000E+04      0.1299200000000000E-01     -0.1776788861300662E+04      0.3405911692044151E-06
                          89                         144     -0.1768979703000000E+04      0.1304800000000000E-01     -0.1787455308417442E+04      0.3193033219031427E-06
                          89                         145     -0.1773517920000000E+04      0.1404000000000000E-01     -0.1789554702002600E+04      0.3918290419983862E-06
                          89                         146     -0.1779073174000000E+04      0.1386500000000000E-01     -0.1800221149119380E+04      0.3770619273598409E-06
                          89                         147     -0.1783280846000000E+04      0.3823200000000000E-01     -0.1802320542704538E+04      0.4461533100111173E-06
                          89                         148     -0.1788649734000000E+04      0.4740000000000000E+00     -0.1812986989821319E+04      0.4363392109556672E-06
                          90                         118     -0.1591018476000000E+04      0.3411200000000000E-01     -0.1593401045894847E+04      0.3331101869171003E-06
                          90                         119     -0.1599383340000000E+04      0.2090000000000000E+00     -0.1595500439480005E+04      0.2459460551184954E-06
                          90                         120     -0.1609785300000000E+04      0.1890000000000000E-01     -0.1606166886596785E+04      0.2874452595808405E-06
                          90                         121     -0.1618005930000000E+04      0.7300600000000000E-01     -0.1615529356905467E+04      0.2491678917559260E-06
                          90                         122     -0.1627876484000000E+04      0.1017600000000000E-01     -0.1626195804022247E+04      0.2889654305578352E-06
                          90                         123     -0.1635938538000000E+04      0.9159000000000000E-02     -0.1628295197607406E+04      0.1967465666208542E-06
                          90                         124     -0.1645435178000000E+04      0.1070000000000000E-01     -0.1638961644724186E+04      0.2506372385043170E-06
                          90                         125     -0.1653279715000000E+04      0.8815000000000000E-02     -0.1648324115032868E+04      0.2005184810655672E-06
                          90                         126     -0.1661974332000000E+04      0.1209600000000000E-01     -0.1651727485426124E+04      0.2239021099941332E-06
                          90                         127     -0.1668138238000000E+04      0.1063300000000000E-01     -0.1661089955734806E+04      0.1564859708852105E-06
                          90                         128     -0.1676048576000000E+04      0.1046400000000000E-01     -0.1671756402851586E+04      0.2248825728078797E-06
                          90                         129     -0.1682015115000000E+04      0.5058900000000000E-01     -0.1681118873160268E+04      0.1609024001487852E-06
                          90                         130     -0.1689888920000000E+04      0.2222000000000000E-01     -0.1684522243553524E+04      0.2134031998998361E-06
                          90                         131     -0.1695688821000000E+04      0.8177000000000000E-02     -0.1693884713862206E+04      0.1335118153899803E-06
                          90                         132     -0.1703497416000000E+04      0.1221000000000000E-01     -0.1704551160978986E+04      0.2142060128436195E-06
                          90                         133     -0.1709386060000000E+04      0.9143000000000000E-02     -0.1706650554564145E+04      0.1332529609088553E-06
                          90                         134     -0.1716849516000000E+04      0.1008000000000000E-01     -0.1717317001680925E+04      0.2202466679729860E-06
                          90                         135     -0.1722604290000000E+04      0.5175000000000000E-02     -0.1719416395266083E+04      0.1602573636385730E-06
                          90                         136     -0.1729788234000000E+04      0.4520000000000000E-02     -0.1730082842382863E+04      0.2431626982808117E-06
                          90                         137     -0.1735252306000000E+04      0.2043000000000000E-02     -0.1739445312691545E+04      0.1621987057713772E-06
                          90                         138     -0.1742357580000000E+04      0.1824000000000000E-02     -0.1742848683084801E+04      0.2788238246354985E-06
                          90                         139     -0.1747614190000000E+04      0.2519000000000000E-02     -0.1752211153393483E+04      0.2046707497503303E-06
                          90                         140     -0.1754408420000000E+04      0.1150000000000000E-02     -0.1762877600510263E+04      0.2780472795389478E-06
                          90                         141     -0.1759526598000000E+04      0.1155000000000000E-02     -0.1764976994095421E+04      0.2558650732710017E-06
                          90                         142     -0.1765966996000000E+04      0.1392000000000000E-02     -0.1775643441212201E+04      0.3218393102904239E-06
                          90                         143     -0.1770753409000000E+04      0.1398000000000000E-02     -0.1777742834797359E+04      0.3115106417183018E-06
                          90                         144     -0.1776943410000000E+04      0.2574000000000000E-02     -0.1788409281914139E+04      0.3712760669698248E-06
                          90                         145     -0.1781609815000000E+04      0.1292500000000000E-01     -0.1797771752222822E+04      0.3112702229912830E-06
                          90                         146     -0.1787443788000000E+04      0.1392400000000000E-01     -0.1801175122616078E+04      0.4243894655008633E-06
                          90                         147     -0.1791815331000000E+04      0.1587900000000000E-01     -0.1810537592924760E+04      0.3689399958595700E-06
                          90                         148     -0.1797369340000000E+04      0.2380000000000000E+00     -0.1813940963318016E+04      0.4799604600576964E-06
                          90                         149     -0.1801578340000000E+04      0.4780000000000000E+00     -0.1823303433626698E+04      0.4281815194935864E-06
                          91                         120     -0.1608977540000000E+04      0.1000000000000000E-05     -0.1612970831091829E+04      0.3133911626320546E-06
                          91                         121     -0.1617590856000000E+04      0.7483600000000000E-01     -0.1615070224676987E+04      0.3114040842767888E-06
                          91                         122     -0.1627592846000000E+04      0.7114200000000000E-01     -0.1625736671793767E+04      0.2565981378991945E-06
                          91                         123     -0.1635841302000000E+04      0.7618400000000000E-01     -0.1635099142102449E+04      0.3152601355265741E-06
                          91                         124     -0.1645534180000000E+04      0.7288500000000001E-01     -0.1638502512495706E+04      0.2036327876299839E-06
                          91                         125     -0.1653670364000000E+04      0.5356800000000000E-01     -0.1647864982804388E+04      0.2682903821927798E-06
                          91                         126     -0.1662472400000000E+04      0.1584100000000000E-01     -0.1658531429921168E+04      0.2069403983446570E-06
                          91                         127     -0.1668928388000000E+04      0.1831200000000000E-01     -0.1667893900229850E+04      0.2725792582775160E-06
                          91                         128     -0.1677143246000000E+04      0.5146500000000000E-01     -0.1671297270623106E+04      0.1615662741159573E-06
                          91                         129     -0.1683578540000000E+04      0.1000000000000000E-05     -0.1680659740931788E+04      0.2335505358762377E-06
                          91                         130     -0.1691449794000000E+04      0.5127200000000000E-01     -0.1691326188048568E+04      0.1654235494686423E-06
                          91                         131     -0.1697780540000000E+04      0.1000000000000000E-05     -0.1693425581633726E+04      0.2068511006501913E-06
                          91                         132     -0.1705648073000000E+04      0.7113700000000001E-01     -0.1704092028750506E+04      0.1352771518901670E-06
                          91                         133     -0.1712177804000000E+04      0.7616000000000000E-02     -0.1713454499059188E+04      0.2113548546805979E-06
                          91                         134     -0.1719770540000000E+04      0.7110000000000000E-01     -0.1716857869452444E+04      0.1312630534285495E-06
                          91                         135     -0.1726149400000000E+04      0.1152600000000000E-01     -0.1726220339761127E+04      0.2014150547233698E-06
                          91                         136     -0.1733422770000000E+04      0.7491000000000000E-02     -0.1736886786877907E+04      0.1343690919570644E-06
                          91                         137     -0.1739401736000000E+04      0.4332000000000000E-02     -0.1738986180463065E+04      0.2108561078283941E-06
                          91                         138     -0.1746499686000000E+04      0.3206000000000000E-02     -0.1749652627579845E+04      0.1569737522176263E-06
                          91                         139     -0.1752294390000000E+04      0.2990000000000000E-02     -0.1751752021165003E+04      0.2373766972872891E-06
                          91                         140     -0.1759114946000000E+04      0.1848000000000000E-02     -0.1762418468281783E+04      0.1980444121008095E-06
                          91                         141     -0.1764663932000000E+04      0.7656000000000000E-02     -0.1771780938590465E+04      0.2396987013641363E-06
                          91                         142     -0.1771192318000000E+04      0.1398000000000000E-02     -0.1775184308983721E+04      0.2485911175215043E-06
                          91                         143     -0.1776414362000000E+04      0.3978000000000000E-02     -0.1784546779292403E+04      0.2774860181742114E-06
                          91                         144     -0.1782535595000000E+04      0.1386500000000000E-01     -0.1795213226409183E+04      0.2486903328485878E-06
                          91                         145     -0.1787561992000000E+04      0.1392400000000000E-01     -0.1797312619994342E+04      0.3233212603523996E-06
                          91                         146     -0.1793439548000000E+04      0.1303500000000000E-01     -0.1807979067111122E+04      0.3034443290599116E-06
                          91                         147     -0.1798144412000000E+04      0.1594600000000000E-01     -0.1810078460696280E+04      0.3742591465505022E-06
                          91                         148     -0.1803708540000000E+04      0.2390000000000000E+00     -0.1820744907813060E+04      0.3609780662201772E-06
                          91                         149     -0.1808378540000000E+04      0.2400000000000000E+00     -0.1822844301398218E+04      0.4284837271410857E-06
                          91                         150     -0.1813506540000000E+04      0.2410000000000000E+00     -0.1833510748514998E+04      0.4201511537680911E-06
                          92                         123     -0.1637671490000000E+04      0.8858000000000001E-01     -0.1635834857764987E+04      0.2644736819796659E-06
                          92                         124     -0.1647599642000000E+04      0.2808000000000000E-01     -0.1646501304881768E+04      0.3049362110354404E-06
                          92                         125     -0.1655815330000000E+04      0.1000000000000000E-05     -0.1648600698466926E+04      0.2110967133942857E-06
                          92                         126     -0.1664914072000000E+04      0.1373400000000000E-01     -0.1659267145583706E+04      0.2651320780653130E-06
                          92                         127     -0.1671593381000000E+04      0.5080800000000000E-01     -0.1668629615892388E+04      0.2139512732391497E-06
                          92                         128     -0.1680037330000000E+04      0.1000000000000000E-05     -0.1679296063009168E+04      0.2660627938706405E-06
                          92                         129     -0.1686502494000000E+04      0.5105100000000000E-01     -0.1681395456594326E+04      0.1674701940844535E-06
                          92                         130     -0.1694820938000000E+04      0.5194800000000000E-01     -0.1692061903711106E+04      0.2361227666720753E-06
                          92                         131     -0.1701328092000000E+04      0.7113700000000001E-01     -0.1701424374019788E+04      0.1707713803290056E-06
                          92                         132     -0.1709514290000000E+04      0.2307200000000000E-01     -0.1704827744413044E+04      0.2207116577497881E-06
                          92                         133     -0.1715927930000000E+04      0.1080000000000000E-01     -0.1714190214721726E+04      0.1381651459867800E-06
                          92                         134     -0.1724050346000000E+04      0.1310800000000000E-01     -0.1724856661838506E+04      0.2208433861825336E-06
                          92                         135     -0.1730404933000000E+04      0.9761000000000001E-02     -0.1726956055423665E+04      0.1304280455223608E-06
                          92                         136     -0.1738299578000000E+04      0.1436400000000000E-01     -0.1737622502540445E+04      0.2222320876615161E-06
                          92                         137     -0.1744382439000000E+04      0.5954000000000000E-02     -0.1746984972849127E+04      0.1330107040146022E-06
                          92                         138     -0.1752049390000000E+04      0.4600000000000000E-02     -0.1750388343242383E+04      0.2408267522917333E-06
                          92                         139     -0.1757929727000000E+04      0.2772000000000000E-02     -0.1759750813551065E+04      0.1525429104079854E-06
                          92                         140     -0.1765197434000000E+04      0.1856000000000000E-02     -0.1770417260667845E+04      0.2400405462920372E-06
                          92                         141     -0.1770959078000000E+04      0.2330000000000000E-02     -0.1772516654253003E+04      0.1919425849471057E-06
                          92                         142     -0.1777804640000000E+04      0.1170000000000000E-02     -0.1783183101369783E+04      0.2718188962107152E-06
                          92                         143     -0.1783102120000000E+04      0.1175000000000000E-02     -0.1785282494954942E+04      0.2416809810137663E-06
                          92                         144     -0.1789647554000000E+04      0.1180000000000000E-02     -0.1795948942071722E+04      0.3132837133931535E-06
                          92                         145     -0.1794773504000000E+04      0.1185000000000000E-02     -0.1805311412380404E+04      0.2414836291992162E-06
                          92                         146     -0.1800927080000000E+04      0.1428000000000000E-02     -0.1808714782773660E+04      0.3611135307417267E-06
                          92                         147     -0.1805733409000000E+04      0.1434000000000000E-02     -0.1818077253082342E+04      0.2958677212520262E-06
                          92                         148     -0.1811662130000000E+04      0.2640000000000000E-02     -0.1821480623475598E+04      0.4131033809584095E-06
                          92                         149     -0.1816136330000000E+04      0.2410000000000000E+00     -0.1830843093784280E+04      0.3532084342901080E-06
                          92                         150     -0.1821981330000000E+04      0.2420000000000000E+00     -0.1841509540901060E+04      0.4112920096971478E-06
                          92                         151     -0.1826111330000000E+04      0.2430000000000000E+00     -0.1843608934486218E+04      0.4122739524826094E-06
                          93                         126     -0.1664619380000000E+04      0.8825700000000000E-01     -0.1665852832244590E+04      0.2753455394710160E-06
                          93                         127     -0.1671875703000000E+04      0.2200000000000000E+00     -0.1667952225829749E+04      0.2767196961227983E-06
                          93                         128     -0.1680362703000000E+04      0.2210000000000000E+00     -0.1678618672946529E+04      0.2215301289634460E-06
                          93                         129     -0.1687303703000000E+04      0.2220000000000000E+00     -0.1687981143255211E+04      0.2803566880386829E-06
                          93                         130     -0.1695799703000000E+04      0.2230000000000000E+00     -0.1691384513648467E+04      0.1741584170739318E-06
                          93                         131     -0.1702511703000000E+04      0.2240000000000000E+00     -0.1700746983957149E+04      0.2383746987988580E-06
                          93                         132     -0.1710916028000000E+04      0.7155000000000000E-01     -0.1711413431073929E+04      0.1769146784880824E-06
                          93                         133     -0.1717719703000000E+04      0.1000000000000000E-05     -0.1713512824659087E+04      0.2074614320639701E-06
                          93                         134     -0.1726084380000000E+04      0.7241300000000001E-01     -0.1724179271775867E+04      0.1421618243542259E-06
                          93                         135     -0.1733122187000000E+04      0.5061600000000000E-01     -0.1733541742084549E+04      0.2112583773265484E-06
                          93                         136     -0.1741009397000000E+04      0.8679099999999999E-01     -0.1736945112477805E+04      0.1308292375964262E-06
                          93                         137     -0.1747624183000000E+04      0.5129000000000000E-01     -0.1746307582786488E+04      0.1962230246359409E-06
                          93                         138     -0.1755307271000000E+04      0.5058900000000000E-01     -0.1756974029903268E+04      0.1328446932616959E-06
                          93                         139     -0.1761719703000000E+04      0.1000000000000000E-05     -0.1759073423488426E+04      0.2009277807349390E-06
                          93                         140     -0.1769125876000000E+04      0.5102700000000000E-01     -0.1769739870605206E+04      0.1490289980982824E-06
                          93                         141     -0.1775190761000000E+04      0.8423999999999999E-02     -0.1779102340913888E+04      0.2037783186665582E-06
                          93                         142     -0.1782173863000000E+04      0.1410000000000000E-02     -0.1782505711307144E+04      0.1864582963767567E-06
                          93                         143     -0.1787910207000000E+04      0.5050400000000000E-01     -0.1791868181615826E+04      0.2259418630364970E-06
                          93                         144     -0.1794488096000000E+04      0.1185000000000000E-02     -0.1802534628732606E+04      0.1867133988131069E-06
                          93                         145     -0.1799976301000000E+04      0.1190000000000000E-02     -0.1804634022317764E+04      0.2618567777495898E-06
                          93                         146     -0.1806191216000000E+04      0.1195000000000000E-02     -0.1815300469434544E+04      0.2346797220680345E-06
                          93                         147     -0.1811257223000000E+04      0.1704000000000000E-01     -0.1817399863019703E+04      0.3067300815074268E-06
                          93                         148     -0.1817384773000000E+04      0.7061300000000000E-01     -0.1828066310136483E+04      0.2885868584511044E-06
                          93                         149     -0.1822299229000000E+04      0.1998920000000000E+00     -0.1837428780445165E+04      0.3073454851674661E-06
                          93                         150     -0.1827790703000000E+04      0.1000000000000000E-05     -0.1840832150838421E+04      0.3456664607082757E-06
                          93                         151     -0.1832631703000000E+04      0.2440000000000000E+00     -0.1850194621147103E+04      0.3572551507550643E-06
                          93                         152     -0.1837940703000000E+04      0.2450000000000000E+00     -0.1853597991540359E+04      0.4045779943517128E-06
                          94                         133     -0.1720988653000000E+04      0.1000000000000000E-05     -0.1721293359210990E+04      0.1838166445239503E-06
                          94                         134     -0.1729826057000000E+04      0.2918400000000000E-01     -0.1724696729604246E+04      0.2308550363324705E-06
                          94                         135     -0.1736589173000000E+04      0.5106700000000000E-01     -0.1734059199912928E+04      0.1472305292664236E-06
                          94                         136     -0.1745121583000000E+04      0.1472000000000000E-01     -0.1744725647029708E+04      0.2303259796254918E-06
                          94                         137     -0.1751818373000000E+04      0.2263800000000000E-01     -0.1746825040614867E+04      0.1325149914509996E-06
                          94                         138     -0.1759835621000000E+04      0.1763200000000000E-01     -0.1757491487731647E+04      0.2272154994145930E-06
                          94                         139     -0.1766218121000000E+04      0.5032800000000000E-01     -0.1766853958040329E+04      0.1339344579240305E-06
                          94                         140     -0.1773991223000000E+04      0.6786000000000000E-02     -0.1770257328433585E+04      0.2412443444418201E-06
                          94                         141     -0.1780230218000000E+04      0.2044500000000000E-01     -0.1779619798742267E+04      0.1465518948039731E-06
                          94                         142     -0.1787582301000000E+04      0.1888000000000000E-02     -0.1790286245859047E+04      0.2398303915404118E-06
                          94                         143     -0.1793463536000000E+04      0.1659000000000000E-02     -0.1792385639444205E+04      0.1816909491114670E-06
                          94                         144     -0.1800463333000000E+04      0.1190000000000000E-02     -0.1803052086560985E+04      0.2678547962934614E-06
                          94                         145     -0.1806109655000000E+04      0.1195000000000000E-02     -0.1812414556869667E+04      0.1815312395706557E-06
                          94                         146     -0.1812643733000000E+04      0.1200000000000000E-02     -0.1815817927262923E+04      0.3065434575318093E-06
                          94                         147     -0.1817885452000000E+04      0.1205000000000000E-02     -0.1825180397571605E+04      0.2283492034111210E-06
                          94                         148     -0.1824194787000000E+04      0.1210000000000000E-02     -0.1828583767964862E+04      0.3524013551064479E-06
                          94                         149     -0.1829228597000000E+04      0.2430000000000000E-02     -0.1837946238273544E+04      0.2816527129712906E-06
                          94                         150     -0.1835248513000000E+04      0.2440000000000000E-02     -0.1848612685390324E+04      0.3503295196324399E-06
                          94                         151     -0.1839947498000000E+04      0.1372000000000000E-01     -0.1850712078975482E+04      0.3383907017292935E-06
                          94                         152     -0.1845802247000000E+04      0.1500600000000000E-01     -0.1861378526092262E+04      0.4007545641552250E-06
                          94                         153     -0.1850211653000000E+04      0.2470000000000000E+00     -0.1863477919677420E+04      0.3970937012554587E-06
                          95                         134     -0.1731029931000000E+04      0.8724899999999999E-01     -0.1731064158430971E+04      0.1914372783685495E-06
                          95                         135     -0.1738431173000000E+04      0.2300000000000000E+00     -0.1740426628739654E+04      0.2491299831827596E-06
                          95                         136     -0.1746917173000000E+04      0.2310000000000000E+00     -0.1743829999132910E+04      0.1533174552677313E-06
                          95                         137     -0.1754019173000000E+04      0.2320000000000000E+00     -0.1753192469441592E+04      0.2142214446817775E-06
                          95                         138     -0.1762282173000000E+04      0.1000000000000000E-05     -0.1763858916558372E+04      0.1551337902193011E-06
                          95                         139     -0.1769147173000000E+04      0.2340000000000000E+00     -0.1765958310143530E+04      0.1941932812164566E-06
                          95                         140     -0.1776982363000000E+04      0.5217000000000000E-01     -0.1776624757260311E+04      0.1363089433913464E-06
                          95                         141     -0.1783567173000000E+04      0.1000000000000000E-05     -0.1785987227568993E+04      0.1972143205181007E-06
                          95                         142     -0.1791128173000000E+04      0.1000000000000000E-05     -0.1789390597962249E+04      0.1452201346104747E-06
                          95                         143     -0.1797400165000000E+04      0.5069400000000000E-01     -0.1798753068270931E+04      0.1958808718724872E-06
                          95                         144     -0.1804502605000000E+04      0.1912000000000000E-02     -0.1802156438664187E+04      0.1777435546265007E-06
                          95                         145     -0.1810454293000000E+04      0.1392000000000000E-01     -0.1811518908972869E+04      0.2141034048790338E-06
                          95                         146     -0.1817101171000000E+04      0.1205000000000000E-02     -0.1822185356089649E+04      0.1771363775543250E-06
                          95                         147     -0.1822638995000000E+04      0.1210000000000000E-02     -0.1824284749674807E+04      0.2476011798502289E-06
                          95                         148     -0.1829003212000000E+04      0.1458000000000000E-02     -0.1834951196791587E+04      0.2225686514495959E-06
                          95                         149     -0.1834370325000000E+04      0.1464000000000000E-02     -0.1844313667100269E+04      0.2484211671230915E-06
                          95                         150     -0.1840420408000000E+04      0.1960000000000000E-02     -0.1847717037493525E+04      0.2751207684459223E-06
                          95                         151     -0.1845401173000000E+04      0.1000000000000000E-05     -0.1857079507802207E+04      0.2912641021431796E-06
                          95                         152     -0.1851424173000000E+04      0.1000000000000000E-05     -0.1860482878195463E+04      0.3314229836924697E-06
                          95                         153     -0.1855947173000000E+04      0.2480000000000000E+00     -0.1869845348504145E+04      0.3405166697636200E-06
                          95                         154     -0.1861442173000000E+04      0.2490000000000000E+00     -0.1880511795620926E+04      0.3299242237623579E-06
                          96                         135     -0.1741350257000000E+04      0.2310000000000000E+00     -0.1740725828733874E+04      0.1997354084087202E-06
                          96                         136     -0.1750284257000000E+04      0.2320000000000000E+00     -0.1751392275850654E+04      0.2652031595801472E-06
                          96                         137     -0.1757365791000000E+04      0.7153100000000000E-01     -0.1753491669435812E+04      0.1603578373549102E-06
                          96                         138     -0.1766006675000000E+04      0.1731600000000000E-01     -0.1764158116552592E+04      0.2425830796919513E-06
                          96                         139     -0.1772693257000000E+04      0.2350000000000000E+00     -0.1773520586861274E+04      0.1615956806919862E-06
                          96                         140     -0.1781018821000000E+04      0.1840800000000000E-01     -0.1776923957254531E+04      0.2352775159710981E-06
                          96                         141     -0.1787698145000000E+04      0.7086300000000000E-01     -0.1786286427563213E+04      0.1399613921311708E-06
                          96                         142     -0.1795571305000000E+04      0.1213800000000000E-01     -0.1796952874679993E+04      0.2338709140953872E-06
                          96                         143     -0.1801940792000000E+04      0.5401400000000000E-01     -0.1799052268265151E+04      0.1451218206316484E-06
                          96                         144     -0.1809434897000000E+04      0.1920000000000000E-02     -0.1809718715381931E+04      0.2426111870226802E-06
                          96                         145     -0.1815528625000000E+04      0.1687000000000000E-02     -0.1819081185690613E+04      0.1449918781570016E-06
                          96                         146     -0.1822497983000000E+04      0.1210000000000000E-02     -0.1822484556083869E+04      0.2664955833488748E-06
                          96                         147     -0.1828191032000000E+04      0.1458000000000000E-02     -0.1831847026392551E+04      0.1736358860019668E-06
                          96                         148     -0.1834992545000000E+04      0.1220000000000000E-02     -0.1835250396785807E+04      0.3019515326795344E-06
                          96                         149     -0.1840511172000000E+04      0.1225000000000000E-02     -0.1844612867094489E+04      0.2174196894281674E-06
                          96                         150     -0.1846970123000000E+04      0.1476000000000000E-02     -0.1855279314211269E+04      0.2995648465517478E-06
                          96                         151     -0.1852125214000000E+04      0.3705000000000000E-02     -0.1857378707796428E+04      0.2690508243093756E-06
                          96                         152     -0.1858336801000000E+04      0.2480000000000000E-02     -0.1868045154913208E+04      0.3428550044445590E-06
                          96                         153     -0.1863050207000000E+04      0.2490000000000000E-02     -0.1870144548498366E+04      0.3248083974272036E-06
                          96                         154     -0.1868882757000000E+04      0.1025000000000000E-01     -0.1880810995615146E+04      0.3916058415332246E-06
                          96                         155     -0.1873295479000000E+04      0.2259000000000000E-01     -0.1890173465923828E+04      0.3230287473026708E-06
                          96                         156     -0.1879068257000000E+04      0.2520000000000000E+00     -0.1893576836317084E+04      0.4440223422761212E-06
                          97                         136     -0.1751051899000000E+04      0.2330000000000000E+00     -0.1750278370119696E+04      0.2086702816086292E-06
                          97                         137     -0.1758570899000000E+04      0.2340000000000000E+00     -0.1759640840428378E+04      0.2585354669178419E-06
                          97                         138     -0.1767264899000000E+04      0.4700000000000000E+00     -0.1763044210821634E+04      0.1682817061823475E-06
                          97                         139     -0.1774552899000000E+04      0.4720000000000000E+00     -0.1772406681130316E+04      0.2204157484476413E-06
                          97                         140     -0.1783023899000000E+04      0.2370000000000000E+00     -0.1783073128247097E+04      0.1689712402756499E-06
                          97                         141     -0.1790074899000000E+04      0.2380000000000000E+00     -0.1785172521832255E+04      0.1957568413624450E-06
                          97                         142     -0.1798077899000000E+04      0.2390000000000000E+00     -0.1795838968949035E+04      0.1448528594448586E-06
                          97                         143     -0.1804644899000000E+04      0.2400000000000000E+00     -0.1805201439257717E+04      0.1979280053823111E-06
                          97                         144     -0.1812408899000000E+04      0.2410000000000000E+00     -0.1808604809650973E+04      0.1463165951133803E-06
                          97                         145     -0.1818722899000000E+04      0.2420000000000000E+00     -0.1817967279959655E+04      0.1912295969015559E-06
                          97                         146     -0.1825877642000000E+04      0.4617000000000000E-02     -0.1828633727076435E+04      0.1456189112069936E-06
                          97                         147     -0.1831924799000000E+04      0.1439600000000000E-01     -0.1830733120661593E+04      0.2048344365940515E-06
                          97                         148     -0.1838896049000000E+04      0.1715000000000000E-02     -0.1841399567778373E+04      0.1711335357473065E-06
                          97                         149     -0.1844814437000000E+04      0.6002400000000000E-01     -0.1850762038087055E+04      0.2058535272471889E-06
                          97                         150     -0.1851363079000000E+04      0.5187000000000000E-02     -0.1854165408480311E+04      0.2129873965304040E-06
                          97                         151     -0.1856892899000000E+04      0.1000000000000000E-05     -0.1863527878788993E+04      0.2354138632362677E-06
                          97                         152     -0.1863148859000000E+04      0.1245000000000000E-02     -0.1866931249182250E+04      0.2635065452154550E-06
                          97                         153     -0.1868116649000000E+04      0.3750000000000000E-02     -0.1876293719490932E+04      0.2765118868958419E-06
